transaction_id,user_id,amount,time,method,topup_flag,hour,zscore_amount,amount_flag,previous_time,time_diff_sec,rapid_flag,rolling_topups,freq_flag,anomaly_score,is_anomaly
943,user_3,1393.72,2024-01-01 12:00:39,bank_transfer,0,12,-1.5255555799877092,0,,,0,0.0,0,0,0
618,user_8,4041.18,2024-01-01 12:01:48,card,1,12,-0.43241551590799376,0,,,0,1.0,0,0,0
450,user_31,4993.97,2024-01-01 12:02:31,card,1,12,-0.03900714650694043,0,,,0,1.0,0,0,0
273,user_37,3846.46,2024-01-01 12:03:14,bank_transfer,0,12,-0.5128156856093686,0,,,0,0.0,0,0,0
976,user_12,5088.52,2024-01-01 12:06:03,bank_transfer,0,12,3.268527852084665e-05,0,,,0,0.0,0,0,0
205,user_21,5284.1,2024-01-01 12:09:55,mobile_money,1,12,0.08078795022405758,0,,,0,1.0,0,0,0
441,user_6,4701.62,2024-01-01 12:10:12,bank_transfer,0,12,-0.159718884449612,0,,,0,0.0,0,0,0
482,user_5,8693.61,2024-01-01 12:21:25,bank_transfer,0,12,1.4885795617613164,0,,,0,0.0,0,0,0
526,user_6,7344.48,2024-01-01 12:21:25,mobile_money,0,12,0.9315218329752846,0,2024-01-01 12:10:12,673.0,0,0.0,0,0,0
17,user_40,2613.68,2024-01-01 12:34:13,mobile_money,0,12,-1.0218323310718844,0,,,0,0.0,0,0,0
646,user_13,5503.14,2024-01-01 12:35:39,bank_transfer,0,12,0.17122988310917042,0,,,0,0.0,0,0,0
161,user_11,8105.72,2024-01-01 12:36:11,mobile_money,0,12,1.2458389302610011,0,,,0,0.0,0,0,0
456,user_18,3738.02,2024-01-01 12:36:47,mobile_money,1,12,-0.5575907184894894,0,,,0,1.0,0,0,0
754,user_21,3833.85,2024-01-01 12:38:48,bank_transfer,1,12,-0.5180223728522525,0,2024-01-01 12:09:55,1733.0,0,2.0,0,0,0
878,user_37,4178.58,2024-01-01 12:40:50,card,0,12,-0.3756828571314483,0,2024-01-01 12:03:14,2256.0,0,0.0,0,0,0
607,user_5,8248.76,2024-01-01 12:42:47,mobile_money,0,12,1.3049003531969332,0,2024-01-01 12:21:25,1282.0,0,0.0,0,0,0
123,user_38,7726.87,2024-01-01 12:46:34,mobile_money,0,12,1.0894112171788015,0,,,0,0.0,0,0,0
117,user_6,5299.67,2024-01-01 12:50:24,mobile_money,0,12,0.08721682574917254,0,2024-01-01 12:21:25,1739.0,0,0.0,0,0,0
446,user_28,6016.38,2024-01-01 12:53:46,bank_transfer,0,12,0.38314742161334914,0,,,0,0.0,0,0,0
654,user_37,6465.95,2024-01-01 12:57:02,card,0,12,0.5687755250061548,0,2024-01-01 12:40:50,972.0,0,0.0,0,0,0
259,user_9,3252.05,2024-01-01 13:06:40,mobile_money,0,13,-0.758248434542166,0,,,0,0.0,0,0,0
909,user_25,5856.63,2024-01-01 13:07:27,bank_transfer,0,13,0.31718641550306437,0,,,0,0.0,0,0,0
232,user_38,4888.9,2024-01-01 13:08:33,card,0,13,-0.08239070151168323,0,2024-01-01 12:46:34,1319.0,0,0.0,0,0,0
167,user_30,5648.33,2024-01-01 13:15:08,bank_transfer,0,13,0.23117904415550672,0,,,0,0.0,0,0,0
727,user_13,22786.0,2024-01-01 13:18:16,mobile_money,0,13,7.3073477802183815,1,2024-01-01 12:35:39,2557.0,0,0.0,0,1,0
215,user_30,3520.76,2024-01-01 13:22:16,mobile_money,0,13,-0.6472976867994765,0,2024-01-01 13:15:08,428.0,0,0.0,0,0,0
581,user_7,6740.14,2024-01-01 13:25:46,bank_transfer,0,13,0.6819889726767591,0,,,0,0.0,0,0,0
731,user_34,7186.14,2024-01-01 13:26:42,card,1,13,0.8661430179048467,0,,,0,1.0,0,0,0
692,user_34,5107.98,2024-01-01 13:31:12,bank_transfer,0,13,0.008067747431297588,0,2024-01-01 13:26:42,270.0,0,1.0,0,0,0
238,user_17,6910.28,2024-01-01 13:32:31,bank_transfer,0,13,0.7522400248182539,0,,,0,0.0,0,0,0
686,user_9,4563.5,2024-01-01 13:34:13,mobile_money,0,13,-0.21674883226778116,0,2024-01-01 13:06:40,1653.0,0,0.0,0,0,0
403,user_24,4384.43,2024-01-01 13:41:33,bank_transfer,0,13,-0.290687094328305,0,,,0,0.0,0,0,0
955,user_30,7352.35,2024-01-01 13:44:09,bank_transfer,0,13,0.9347713673608119,0,2024-01-01 13:22:16,1313.0,0,0.0,0,0,0
260,user_7,4993.41,2024-01-01 13:50:21,bank_transfer,0,13,-0.03923837131709245,0,2024-01-01 13:25:46,1475.0,0,0.0,0,0,0
743,user_19,3437.96,2024-01-01 13:58:49,card,0,13,-0.6814859265862158,0,,,0,0.0,0,0,0
66,user_1,5337.32,2024-01-01 14:02:16,bank_transfer,1,14,0.10276256521741792,0,,,0,1.0,0,0,0
373,user_3,4272.78,2024-01-01 14:07:31,bank_transfer,0,14,-0.3367875408523321,0,2024-01-01 12:00:39,7612.0,0,0.0,0,0,0
579,user_17,3752.46,2024-01-01 14:08:54,mobile_money,0,14,-0.5516284215991449,0,2024-01-01 13:32:31,2183.0,0,0.0,0,0,0
315,user_10,7771.81,2024-01-01 14:09:26,bank_transfer,0,14,1.1079670081934883,0,,,0,0.0,0,0,0
683,user_19,5056.36,2024-01-01 14:09:34,bank_transfer,1,14,-0.013246225247343372,0,2024-01-01 13:58:49,645.0,0,1.0,0,0,0
554,user_15,8608.99,2024-01-01 14:09:38,mobile_money,0,14,1.4536398413415834,0,,,0,0.0,0,0,0
294,user_18,9150.8,2024-01-01 14:11:24,card,0,14,1.6773539741779737,0,2024-01-01 12:36:47,5677.0,0,1.0,0,0,0
680,user_24,9003.89,2024-01-01 14:13:02,mobile_money,0,14,1.6166946226433137,0,2024-01-01 13:41:33,1889.0,0,0.0,0,0,0
800,user_8,2246.62,2024-01-01 14:17:49,bank_transfer,1,14,-1.173391936097494,0,2024-01-01 12:01:48,8161.0,0,2.0,0,0,0
1000,user_7,6492.52,2024-01-01 14:18:38,bank_transfer,0,14,0.5797463164449674,0,2024-01-01 13:50:21,1697.0,0,0.0,0,0,0
613,user_3,4066.37,2024-01-01 14:20:21,bank_transfer,0,14,-0.42201452846562704,0,2024-01-01 14:07:31,770.0,0,0.0,0,0,0
932,user_14,3986.78,2024-01-01 14:21:34,mobile_money,0,14,-0.4548773546084599,0,,,0,0.0,0,0,0
894,user_32,2143.94,2024-01-01 14:21:35,bank_transfer,1,14,-1.215788656644624,0,,,0,1.0,0,0,0
390,user_5,6162.04,2024-01-01 14:28:10,mobile_money,0,14,0.4432906463396344,0,2024-01-01 12:42:47,6323.0,0,0.0,0,0,0
109,user_20,5715.57,2024-01-01 14:34:41,bank_transfer,0,14,0.2589425374315977,0,,,0,0.0,0,0,0
539,user_29,4033.63,2024-01-01 14:38:57,mobile_money,1,14,-0.43553292183057674,0,,,0,1.0,0,0,0
786,user_35,7416.73,2024-01-01 14:41:29,card,0,14,0.9613539624993414,0,,,0,0.0,0,0,0
402,user_24,6065.19,2024-01-01 14:51:50,bank_transfer,1,14,0.40330114122676364,0,2024-01-01 14:13:02,2328.0,0,1.0,0,0,0
184,user_29,2656.05,2024-01-01 14:52:12,mobile_money,1,14,-1.004337696775216,0,2024-01-01 14:38:57,795.0,0,2.0,0,0,0
948,user_37,5839.33,2024-01-01 14:53:22,mobile_money,1,14,0.31004322047515864,0,2024-01-01 12:57:02,6980.0,0,1.0,0,0,0
831,user_14,2324.25,2024-01-01 14:56:16,bank_transfer,0,14,-1.1413383967901924,0,2024-01-01 14:21:34,2082.0,0,0.0,0,0,0
923,user_39,3377.02,2024-01-01 14:58:03,card,0,14,-0.7066481407480985,0,,,0,0.0,0,0,0
102,user_9,6480.68,2024-01-01 15:00:30,mobile_money,0,15,0.5748575633160423,0,2024-01-01 13:34:13,5177.0,0,0.0,0,0,0
422,user_3,7555.85,2024-01-01 15:02:22,bank_transfer,0,15,1.0187968117642108,0,2024-01-01 14:20:21,2521.0,0,0.0,0,0,0
941,user_7,4871.86,2024-01-01 15:02:40,bank_transfer,0,15,-0.08942654216344692,0,2024-01-01 14:18:38,2642.0,0,0.0,0,0,0
793,user_8,3313.48,2024-01-01 15:02:48,bank_transfer,1,15,-0.7328838986714005,0,2024-01-01 14:17:49,2699.0,0,3.0,1,1,0
70,user_35,5756.45,2024-01-01 15:06:05,bank_transfer,1,15,0.27582194857268344,0,2024-01-01 14:41:29,1476.0,0,1.0,0,0,0
349,user_23,843.25,2024-01-01 15:13:53,card,0,15,-1.7528454393525197,0,,,0,0.0,0,0,0
68,user_22,2196.3,2024-01-01 15:17:21,card,1,15,-1.1941691368954253,0,,,0,1.0,0,0,0
814,user_36,1126.96,2024-01-01 15:24:05,mobile_money,0,15,-1.635701169909334,0,,,0,0.0,0,0,0
957,user_29,5413.45,2024-01-01 15:29:50,mobile_money,0,15,0.1341967523546698,0,2024-01-01 14:52:12,2258.0,0,2.0,0,0,0
407,user_39,6633.4,2024-01-01 15:35:18,card,0,15,0.6379158722560276,0,2024-01-01 14:58:03,2235.0,0,0.0,0,0,0
742,user_32,4765.2,2024-01-01 15:36:57,bank_transfer,1,15,-0.13346661046844202,0,2024-01-01 14:21:35,4522.0,0,2.0,0,0,0
677,user_4,200.0,2024-01-01 16:03:41,bank_transfer,0,16,-2.0184442949421326,0,,,0,0.0,0,0,0
110,user_34,6121.57,2024-01-01 16:05:47,bank_transfer,1,16,0.4265805247916955,0,2024-01-01 13:31:12,9275.0,0,2.0,0,0,0
524,user_23,7178.02,2024-01-01 16:10:06,bank_transfer,0,16,0.8627902581576449,0,2024-01-01 15:13:53,3373.0,0,0.0,0,0,0
86,user_17,7205.37,2024-01-01 16:13:34,mobile_money,0,16,0.8740831127248827,0,2024-01-01 14:08:54,7480.0,0,0.0,0,0,0
759,user_20,3343.07,2024-01-01 16:15:21,bank_transfer,0,16,-0.7206661448635548,0,2024-01-01 14:34:41,6040.0,0,0.0,0,0,0
283,user_28,2199.57,2024-01-01 16:20:22,card,1,16,-1.192818949164717,0,2024-01-01 12:53:46,12396.0,0,1.0,0,0,0
929,user_13,4609.4,2024-01-01 16:21:25,bank_transfer,0,16,-0.19779665586426287,0,2024-01-01 13:18:16,10989.0,0,0.0,0,0,0
684,user_29,4981.76,2024-01-01 16:25:24,mobile_money,0,16,-0.044048673171144366,0,2024-01-01 15:29:50,3334.0,0,1.0,0,0,0
221,user_5,9121.5,2024-01-01 16:27:00,bank_transfer,0,16,1.6652559617896714,0,2024-01-01 14:28:10,7130.0,0,0.0,0,0,0
898,user_5,4394.07,2024-01-01 16:27:20,card,1,16,-0.28670672438211964,0,2024-01-01 16:27:00,20.0,1,1.0,0,1,0
24,user_5,1833.41,2024-01-01 16:27:40,card,0,16,-1.344006942888297,0,2024-01-01 16:27:20,20.0,1,1.0,0,1,0
124,user_9,6657.53,2024-01-01 16:28:49,mobile_money,1,16,0.6478791841648925,0,2024-01-01 15:00:30,5299.0,0,1.0,0,0,0
812,user_18,3092.79,2024-01-01 16:29:55,bank_transfer,1,16,-0.8240071189435679,0,2024-01-01 14:11:24,8311.0,0,2.0,0,0,0
430,user_36,3889.55,2024-01-01 16:31:55,mobile_money,0,16,-0.4950237622710764,0,2024-01-01 15:24:05,4070.0,0,0.0,0,0,0
570,user_33,4097.99,2024-01-01 16:41:28,bank_transfer,0,16,-0.40895858472098107,0,,,0,0.0,0,0,0
347,user_20,3574.31,2024-01-01 16:45:15,card,0,16,-0.6251868143287052,0,2024-01-01 16:15:21,1794.0,0,0.0,0,0,0
666,user_16,6578.63,2024-01-01 16:45:20,mobile_money,0,16,0.6153012600202826,0,,,0,0.0,0,0,0
558,user_21,3583.84,2024-01-01 17:00:22,bank_transfer,0,17,-0.6212518635416565,0,2024-01-01 12:38:48,15694.0,0,2.0,0,0,0
757,user_1,2412.88,2024-01-01 17:01:39,card,0,17,-1.1047429415691936,0,2024-01-01 14:02:16,10763.0,0,1.0,0,0,0
600,user_12,693.22,2024-01-01 17:04:31,mobile_money,0,17,-1.8147930434008828,0,2024-01-01 12:06:03,17908.0,0,0.0,0,0,0
577,user_36,5127.71,2024-01-01 17:07:15,mobile_money,1,17,0.016214292974683815,0,2024-01-01 16:31:55,2120.0,0,1.0,0,0,0
660,user_4,6388.81,2024-01-01 17:10:15,mobile_money,1,17,0.5369243074077364,0,2024-01-01 16:03:41,3994.0,0,1.0,0,0,0
534,user_33,7396.89,2024-01-01 17:11:40,bank_transfer,0,17,0.9531619977968186,0,2024-01-01 16:41:28,1812.0,0,0.0,0,0,0
356,user_1,7048.57,2024-01-01 17:12:54,mobile_money,0,17,0.8093401658823621,0,2024-01-01 17:01:39,675.0,0,1.0,0,0,0
612,user_24,4874.81,2024-01-01 17:23:20,bank_transfer,0,17,-0.08820848289568237,0,2024-01-01 14:51:50,9090.0,0,1.0,0,0,0
358,user_5,2178.3,2024-01-01 17:27:53,mobile_money,0,17,-1.2016013629360207,0,2024-01-01 16:27:40,3613.0,0,1.0,0,0,0
405,user_13,2361.3,2024-01-01 17:29:56,mobile_money,0,17,-1.1260403981899667,0,2024-01-01 16:21:25,4111.0,0,0.0,0,0,0
953,user_8,7268.96,2024-01-01 17:31:57,bank_transfer,0,17,0.9003395157205197,0,2024-01-01 15:02:48,8949.0,0,2.0,0,0,0
415,user_9,3361.47,2024-01-01 17:34:52,card,1,17,-0.7130687582442796,0,2024-01-01 16:28:49,3963.0,0,2.0,0,0,0
610,user_39,7523.64,2024-01-01 17:35:46,mobile_money,0,17,1.0054972561660118,0,2024-01-01 15:35:18,7228.0,0,0.0,0,0,0
784,user_14,5162.2,2024-01-01 17:35:57,card,0,17,0.03045526387135804,0,2024-01-01 14:56:16,9581.0,0,0.0,0,0,0
432,user_33,4598.42,2024-01-01 17:39:04,card,0,17,-0.20233031374902594,0,2024-01-01 17:11:40,1644.0,0,0.0,0,0,0
672,user_32,2337.53,2024-01-01 17:40:01,mobile_money,0,17,-1.1358550655780197,0,2024-01-01 15:36:57,7384.0,0,2.0,0,0,0
999,user_29,2770.63,2024-01-01 17:40:45,mobile_money,0,17,-0.9570274490123588,0,2024-01-01 16:25:24,4521.0,0,0.0,0,0,0
655,user_37,4712.98,2024-01-01 17:41:05,bank_transfer,0,17,-0.15502832401510297,0,2024-01-01 14:53:22,10063.0,0,1.0,0,0,0
382,user_26,4958.3,2024-01-01 17:41:20,bank_transfer,0,17,-0.05373534111072047,0,,,0,0.0,0,0,0
499,user_38,7498.4,2024-01-01 17:48:43,bank_transfer,0,17,0.9950756236513099,0,2024-01-01 13:08:33,16810.0,0,0.0,0,0,0
236,user_2,3120.24,2024-01-01 17:59:03,mobile_money,0,17,-0.81267297423166,0,,,0,0.0,0,0,0
475,user_20,4557.61,2024-01-01 17:59:30,card,0,17,-0.21918082178884282,0,2024-01-01 16:45:15,4455.0,0,0.0,0,0,0
930,user_12,5609.32,2024-01-01 18:01:00,bank_transfer,0,18,0.21507175871974943,0,2024-01-01 17:04:31,3389.0,0,0.0,0,0,0
769,user_31,4581.95,2024-01-01 18:01:57,bank_transfer,0,18,-0.2091308005761709,0,2024-01-01 12:02:31,21566.0,0,1.0,0,0,0
423,user_34,5825.14,2024-01-01 18:03:38,bank_transfer,0,18,0.3041841489464894,0,2024-01-01 16:05:47,7071.0,0,1.0,0,0,0
250,user_15,615.74,2024-01-01 18:04:25,card,1,18,-1.8467846474911793,0,2024-01-01 14:09:38,14087.0,0,1.0,0,0,0
396,user_35,1961.64,2024-01-01 18:04:42,bank_transfer,0,18,-1.291060590377988,0,2024-01-01 15:06:05,10717.0,0,1.0,0,0,0
734,user_1,7597.62,2024-01-01 18:05:35,card,0,18,1.036043705192859,0,2024-01-01 17:12:54,3161.0,0,0.0,0,0,0
615,user_29,6044.84,2024-01-01 18:12:51,bank_transfer,1,18,0.39489859678642397,0,2024-01-01 17:40:45,1926.0,0,1.0,0,0,0
968,user_14,3509.05,2024-01-01 18:14:08,bank_transfer,1,18,-0.6521327627403306,0,2024-01-01 17:35:57,2291.0,0,1.0,0,0,0
434,user_36,4730.65,2024-01-01 18:15:29,card,0,18,-0.1477323554519184,0,2024-01-01 17:07:15,4094.0,0,1.0,0,0,0
26,user_30,3238.82,2024-01-01 18:19:44,bank_transfer,0,18,-0.7637111206820036,0,2024-01-01 13:44:09,16535.0,0,0.0,0,0,0
332,user_25,5146.64,2024-01-01 18:25:06,bank_transfer,0,18,0.02403051736071017,0,2024-01-01 13:07:27,19059.0,0,0.0,0,0,0
960,user_7,8373.28,2024-01-01 18:26:15,card,0,18,1.356314841339986,0,2024-01-01 15:02:40,12215.0,0,0.0,0,0,0
203,user_28,8369.37,2024-01-01 18:29:17,mobile_money,1,18,1.3547003966833902,0,2024-01-01 16:20:22,7735.0,0,2.0,0,0,0
414,user_8,10211.95,2024-01-01 18:30:13,card,0,18,2.115504344343412,0,2024-01-01 17:31:57,3496.0,0,1.0,0,0,0
505,user_29,4762.0,2024-01-01 18:34:12,mobile_money,1,18,-0.13478789509788114,0,2024-01-01 18:12:51,1281.0,0,2.0,0,0,0
166,user_31,6707.95,2024-01-01 18:35:40,card,0,18,0.6686976751074939,0,2024-01-01 18:01:57,2023.0,0,1.0,0,0,0
703,user_34,5321.15,2024-01-01 18:39:32,bank_transfer,0,18,0.09608594882428295,0,2024-01-01 18:03:38,2154.0,0,1.0,0,0,0
413,user_9,2498.01,2024-01-01 18:40:22,card,0,18,-1.0695926414116441,0,2024-01-01 17:34:52,3930.0,0,2.0,0,0,0
419,user_5,2189.68,2024-01-01 18:41:58,mobile_money,0,18,-1.1969025444725776,0,2024-01-01 17:27:53,4445.0,0,0.0,0,0,0
789,user_27,7231.8,2024-01-01 18:45:23,mobile_money,0,18,0.8849960979611572,0,,,0,0.0,0,0,0
